1-036,"Aubergine Bonica F1",3701450203627
2-250,"Tomate Apero F1 Bio",3701450224455
1-433,"Melon Yoga F1",3701450224509
2-256,"Courgette Black Beauty Bio",3701450224516
2-268,"Tomate Cerise rouge Bio",3701450224752
2-209,"Tomate Goldene Königin Bio",3701450225353
2-159,"Tomate Sainte Lucie Bio",3701450225360
1-257,"Melon branco do Ribatejo",3701450225384
2-274,"Courge Tivano F1 Bio",3701450225438
1-446,"Poivron Coronor F1",3701450225704
1-448,"Tomate Pepe F1",3701450226282
1-450,"Tomate Stargold F1",3701450226428
1-114,"Tomate Montserrat",3701450226503
1-135,"Melon Piel de Sapo",3701450226510
1-058,"Melon Rochet",3701450226527
1-441,"Poivron Peleus",3701450226534
1-049,"Courgette White Lebanon",3701450226541
,"Pastèque Janosik - 1 kg",3701450226558
1-453,"Tomate Rubylicious F1",3701450226565
,"Aubergine Genie F1",3701450226572
2-178,"Aubergine Tsakoniki Bio",3701450226589
2-280,"Potimarron Orange Summer F1 Bio",3701450226596
2-282,"Piment Boule de Turquie Bio",3701450226602
2-283,"Tomate Liguria Bio",3701450226619
2-281,"Poivron Petit Marseillais Bio",3701450226626
2-205,"Courge Carat Bio",3701450226633
1-068,"Courgette Strike F1",3701450226640
2-289,"Poivron  Cubo orange Bio",3701450226657
2-291,"Piment Sucette de Provence Bio",3701450226664
1-455,"Poivron Friariello Napoletano",3701450226671
2-294,"Poivron Xaro Bio",3701450226688
2-295,"Poivron Flynn Bio",3701450226695
2-297,"Poivron Zazu Bio",3701450226756
2-296,"Poivron Kyra Bio",3701450226763
2-298,"Poivron Arwen Bio",3701450226770
1-458,"Piment Boule de feu",3701450226787
1-136,"Piment Jaune du Burkina",3701450226794
1-460,"Piment piquant d'Algérie",3701450226800
2-197,"Courgette Blanche de Trieste Bio",3701450226817
1-463,"Courgette Cora F1",3701450226824
2-037,"Courgette Ola Escaladora Bio",3701450226831
1-464,"Poivron Eternity F1",3701450226848
1-465,"Tomate Paoline F1",3701450226855
1-466,"Tomate Gourmansun F1",3701450226862
1-468,"Tomate BuffaloPink F1",3701450226879
1-467,"Tomate BuffaloSun F1",3701450226886
1-469,"Aubergine Fabina F1",3701450226893
1-470,"Aubergine Classic F1",3701450226909
1-471,"Pastèque Sunlove F1",3701450226916
1-473,"Concombre Santos F1",3701450226923
2-218,"Courgette Costata Romanesco Bio",3701450226961
2-301,"Piment Doux des Landes Bio",3701450226985
2-300,"Pastèque Charleston gray Bio",3701450226992
1-202,"Concombre Burpless Tasty Green F1",3701450227067
1-242,"Courge Ariel F1",3701450227098
1-410,"Aubergine Beatrice F1",3701450227135
1-317,"Courgette Tempest F1",3701450227173
1-191,"Courgette Verte non coureuse des Maraîchers",3701450227371
1-276,"Aubergine Ronde de Valence",3701450229504
1-006,"Aubergine Barbarella F1",3701450229511
2-039,"Courgette  Striato d'Italia Bio",3701450229528
2-088,"Poivron Cubanelle Bio",3701450229832
2-117,"Tomate Yellow Esther Hess Bio",3701450230166
2-090,"Tomate Striped Cavern Bio",3701450230333
2-168,"Courgette Luneor F1 Bio",3701450230609
1-072,"Concombre White Wonder",3701450230616
2-304,"Concombre de Russie Bio",3701450230623
2-303,"Poivron Quadrato d'Asti jaune Bio",3701450230630
2-207,"Concombre (mini) Kaikura F1 bio",3701450230647
2-191,"Cornichon Adam F1 Bio",3701450230654
1-266,"Cornichon Aztec F1",3701450230661
2-308,"Tomate Délice des jardiniers Bio (Gardener's delight)",3701450230678
2-309,"Tomate Orange Queen Bio",3701450230685
2-310,"Tomate Petit moineau Bio",3701450230692
2-311,"Melon Ananas d'Amérique rouge Bio",3701450230708
2-312,"Aubergine Diamond Bio",3701450230715
2-313,"Potiron Vert Olive Bio",3701450230722
2-314,"Potiron Tristar Bio (Triamble)",3701450232986
1-393,"Tomate Andine Cornue Sél. Anca",3701450232993
1-243,"Courgette Zéphyr F1",3701450233006
1-487,"Poivron Calibello F1",3701450233013
1-493,"Concombre Slice King F1",3701450233020
1-494,"Courge butternut Atlas F1",3701450233266
1-495,"Courge butternut Titan F1",3701450233273
1-496,"Potimarron Colinky F1",3701450233280
1-497,"Courge Iron Cap F1",3701450233297
1-499,"Melon Cordial F1",3701450233303
1-500,"Pastèque Fire Ball F1",3701450233310
1-491,"Tomate cerise Sweet Million F1",3701450233327
1-492,"Concombre Pharo F1",3701450233334
1-503,"Courge Butternut",3701450233341
1-506,"Concombre Poinsett",3701450233358
1-507,"Courgette Quarantaine",3701450233365
1-514,"Aubergine Elisa F1",3701450233372
1-515,"Aubergine Patio Baby F1",3701450233389
1-516,"Aubergine Violet Knight F1",3701450233525
1-523,"Concombre Flamingo F1",3701450233532
1-524,"Concombre Jounia F1",3701450233549
1-525,"Concombre Louisa F1",3701450233556
1-526,"Concombre Merlin F1",3701450233570
1-527,"Concombre Palladium F1",3701450233587
1-528,"Concombre Party Time F1",3701450233594
1-530,"Concombre Swing F1",3701450233600
1-529,"Concombre Paska F1",3701450233655
2-321,"Cornichon Diamant F1 Bio",3701450233662
1-088,"Concombre Iznik F1",3701450233679
1-351,"Concombre Picklebush F1",3701450233686
2-322,"Cornichon Profi F1 Bio",3701450233693
1-498,"Pastèque Little Darling F1",3701450233846
1-402,"Melon Mangomel F1",3701450233853
1-542,"Piment Peppino F1",3701450234133
1-536,"Piment Sumher F1",3701450234362
1-537,"Poivron Afterglow F1",3701450234379
1-539,"Poivron Goldenstar F1",3701450234386
1-540,"Poivron Patrizio F1",3701450234485
1-546,"Tomate Garance F1",3701450234522
1-538,"Poivron Agio F1",3701450234621
1-541,"Poivron Midinor Red F1 (eq. Popti)",3701450234638
1-357,"Courgette ronde Sun Ball F1",3701450234652
1-545,"Tomate Consuelo F1",3701450234669
1-547,"Tomate Super Sauce F1",3701450234683
1-606,"Tomate Aprikola F1",3701450234690
1-552,"Aubergine Bellini F1 (Mini)",3701450234706
1-553,"Aubergine Black Stream F1",3701450234836
1-554,"Aubergine Calliope F1",3701450234843
1-555,"Aubergine Leire F1",3701450234898
1-556,"Aubergine Sharapova F1",3701450234980
1-558,"Concombre Corinto F1",3701450234997
1-559,"Concombre Cucko F1",3701450235000
1-560,"Concombre Hillwood F1",3701450235024
1-561,"Concombre Snack F1",3701450235031
1-562,"Courge Miss Sophie Pink",3701450235055
1-563,"Courge Nidor F1",3701450235062
1-564,"Potimarron Rabea F1",3701450235079
2-325,"Courge Butternut Trevor F1 Bio (eq Ripor)",3701450235086
2-326,"Courgette Cyriac F1 Bio",3701450235093
1-570,"Melon Noir des Carmes",3701450235109
1-571,"Melon Funambul F1",3701450235116
1-675,"Courgette Lorea F1",3701450235123
1-674,"Cornichon Regal F1",3701450235130
2-334,"Tomate Vivaroma Bio",3701450235147
2-330,"Tomate Sunviva Bio",3701450235154
1-566,"Aubergine Roby F1",3701450235161
2-331,"Tomate Primavera Bio",3701450235178
2-388,"Tomate Dorada Bio",3701450235185
2-333,"Tomate Clou Bio",3701450235192
1-572,"Melon Sunlight F1",3701450235208
1-573,"Pastèque Nanoor F1",3701450235215
2-335,"Tomate Vivagrande Bio",3701450235222
2-336,"Tomate Resibella Bio",3701450235239
1-575,"Poivron Elsa F1",3701450235246
1-576,"Poivron Ilyn F1",3701450235253
2-337,"Tomate Rondobella Bio",3701450235260
2-338,"Tomate Golden Currant Bio",3701450235277
1-580,"Tomate Amirou F1",3701450235284
2-327,"Poivron Lassustea Bio",3701450235291
2-374,"Tomate Anacoeur® Bio",3701450235307
1-577,"Poivron Lilo F1",3701450235314
1-581,"Tomate Ananas Sélection Anasun",3701450235321
1-578,"Poivron Olly F1",3701450235338
1-579,"Poivron Waldo F1",3701450235345
1-605,"Tomate Yellow Gold F1",3701450235352
1-582,"Tomate As De Coeur® F1",3701450235369
1-583,"Tomate Atyliade F1",3701450235376
1-604,"Tomate Tropicalsun F1",3701450235383
1-603,"Tomate Sunpeach F1",3701450235390
1-602,"Tomate Sunorange F1",3701450235406
1-601,"Tomate Sunlemon F1",3701450235413
1-600,"Tomate Sungreen F1",3701450235420
1-599,"Tomate Sunchocola F1",3701450235437
1-598,"Tomate Perlino® Red F1",3701450235444
1-597,"Tomate Noire De Crimee Sélection Yalta",3701450235451
1-596,"Tomate Nightshade F1",3701450235468
1-595,"Tomate Mini Tiger Eyes F1",3701450235475
1-594,"Tomate Marmande Sélection Adour Côtelée",3701450235482
1-588,"Tomate Jouvance F1",3701450235499
1-592,"Tomate Golotyna F1",3701450235505
1-591,"Tomate Elvirado F1",3701450235512
1-590,"Tomate Dattored F1",3701450235529
1-589,"Tomate Dattorange F1",3701450235536
1-587,"Tomate Dattochoco F1",3701450235543
1-586,"Tomate Coeur De Boeuf Sélection Cardinal",3701450235550
1-585,"Tomate Bellemar F1",3701450235567
1-584,"Tomate Bauna F1",3701450235574
1-609,"Aubergine Kazimir F1",3701450235581
1-610,"Concombre Crokdelis F1",3701450235598
1-611,"Courgette Astia F1",3701450235604
1-612,"Courgette Boldenice F1",3701450235611
1-676,"Tomate INDIGO™ Kumquat F1",3701450235628
1-647,"Courgette Orélia F1",3701450235635
1-648,"Courgette Tarmino F1",3701450235642
1-672,"Tomate Pyros F1",3701450235659
1-654,"Melon Anasta F1",3701450235666
1-671,"Tomate Premio F1",3701450235673
1-670,"Tomate Paola F1",3701450235680
1-669,"Tomate Hector F1",3701450235697
1-668,"Tomate Harmony F1",3701450235703
1-667,"Tomate Gourmandia F1",3701450235710
2-339,"Tomate Rote Murmel Bio",3701450235727
1-666,"Tomate Fandango F1",3701450235734
2-340,"Tomate Cerise gelb (cerise jaune) Bio",3701450235741
2-341,"Tomate Cerise rote (cerise rouge) Bio",3701450235758
1-665,"Tomate Crokini F1",3701450235765
2-342,"Tomate Celsior Bio",3701450235772
1-664,"Tomate Corazon F1",3701450235789
2-343,"Tomate Matina Bio",3701450235796
1-663,"Tomate Bellandine F1",3701450235802
2-344,"Tomate Zorarot (Rote Zora) Bio",3701450235819
2-345,"Tomate Capseya Bio",3701450235826
2-346,"Tomate Resi Bio",3701450235833
2-347,"Tomate Ida Gold Bio",3701450235840
2-348,"Tomate Fuzzy Wuzzy Bio",3701450235857
2-349,"Tomate Tigerette Cherry Bio",3701450235864
2-350,"Tomate Silbertanne Bio",3701450235871
2-351,"Tomate Slivowidnij Bio",3701450235888
2-352,"Tomate Zitronentraube Bio",3701450235895
1-659,"Poivron Campero F1",3701450235901
2-353,"Tomate Black Cherry sél. Culinaris Bio",3701450235918
2-354,"Tomate Ananori Bio",3701450235925
2-355,"Tomate Zebranelle Bio",3701450235932
2-356,"Tomate Old Yellow Candystripe Bio",3701450235949
2-357,"Tomate Oaxacan Jewel Bio",3701450235956
2-358,"Tomate Auriga Bio",3701450235963
2-359,"Tomate Paul Robson Bio",3701450235970
2-360,"Tomate Mandaline Bio",3701450235987
2-361,"Poivron Augsburger Bio",3701450235994
2-329,"Tomate Primabella Bio",3701450236007
2-362,"Poivron Sweet Chocolate sél. Culinaris Bio",3701450236014
2-363,"Poivron Sweet Banana sél. Culinaris Bio",3701450236021
2-364,"Poivron Madame Paraplü Bio",3701450236038
2-365,"Poivron Yoshkosh Bio",3701450236045
2-366,"Piment Prairie Fire Bio",3701450236052
2-367,"Piment Sipka Zitronen Bio",3701450236069
2-368,"Piment Cayellow Bio",3701450236076
2-369,"Piment Poromeo (Fresno) Bio",3701450236083
2-370,"Aubergine (Benary's) Blaukönigin Bio",3701450236090
2-371,"Aubergine Applegreen Bio",3701450236106
2-372,"Aubergine Rezeina Bio",3701450236113
2-373,"Aubergine Slim Jim Bio",3701450236120
2-389,"Piment Cayorange Bio",3701450236137
2-381,"Tomate Brown Berry Bio",3701450236144
2-382,"Tomate Chile Verde Bio",3701450236151
2-384,"Tomate Green Doctor's Frosted Bio",3701450236168
2-385,"Tomate Green Pineapple (Ananas Verte) Bio",3701450236175
2-386,"Tomate Kellogg's Breakfast Bio",3701450236182
2-387,"Tomate Lemon Tree (tomate citron) Bio",3701450236199
2-390,"Tomate Black Ethiopian Bio",3701450236205
2-391,"Tomate Délice d'Or Bio",3701450236212
2-392,"Tomate Stupice Bio",3701450236229
2-393,"Tomate Rouge de Namur Bio",3701450236236
2-394,"Tomate Peacevine Bio",3701450236243
2-395,"Tomate Piennolo del Vesuvio Bio",3701450236250
2-396,"Courgette Caserta Bio",3701450236267
2-377,"Concombre d'Arménie (ou c. arménien) Bio",3701450236274
2-398,"Piment Lila Luzi Bio",3701450236281
2-399,"Tomate Sonnenherz Bio",3701450236298
1-679,"Aubergine Paloma F1",3701450236304
1-681,"Poivron Dinero F1",3701450236311
1-682,"Poivron Lombardo",3701450236328
1-683,"Piment Naso di Cane",3701450236335
1-680,"Poivron Roger F1",3701450236342
2-405,"Tomate Black Sea Man Bio",3701450236359
2-406,"Tomate Elberta Peach Bio",3701450236366
1-693,"Melon Mommo",3701450236373
1-696,"Aubergine A Grappoli Sott'olio",3701450236380
1-697,"Aubergine Purple Queen F1",3701450236397
1-699,"Tomate Canestrino",3701450236403
1-698,"Tomate Pendolino F1",3701450236410
1-700,"Courgette Alberello sel. Valery",3701450236427
1-371,"Courgette San Pasquale",3701450236434
1-413,"Courgette Bianco di Sicilia",3701450236441
1-701,"Courgette Tevere F1",3701450236458
2-080,"Potiron Golden Hubbard BIO",3701450236465
2-223,"Courge Angelik Bio",3701450236472
2-149,"Courge Luffa comestible Huadiansigua Bio",3701450236489
2-410,"Courge Mini Musk Bio",3701450236519
2-402,"Tomate Amish Pasta Bio",3701450236557
1-445,"Piment Button Red",3701450236632
1-337,"Piment Button Yellow",3701450236649
11-990,"Plant de poireau Armor (botte de 50)",3701450236656
11-991,"Plant de poireau Farinto (botte de 50)",3701450236915
2-413,"Courge Pleine de Naples Bio",3701450237271
2-414,"Aubergine Violette de Toulouse Bio",3701450237936
1-449,"Aubergine Clara F1",3701450237943
1-702,"Tomate Mandat F1",3701450237950
1-703,"Tomate Delikano F1",3701450237974
1-704,"Courge Pomme d'Or",3701450237981
